segment,payer_flag,currency,day_index,gain_total,spend_total,resource_earners,gain_per_earner_day,spend_per_earner_day,net_per_earner_day,active_players_day
40-99,NONPAYER,HC,12,844806.2786,713150.0,10448,80.8582,68.2571,12.6011,2877
40-99,NONPAYER,HC,13,669909.0,669250.0,10448,64.1184,64.0553,0.0631,3082
40-99,NONPAYER,HC,14,682142.0,672950.0,10448,65.2892,64.4095,0.8798,3182
40-99,NONPAYER,HC,15,984652.0336,844500.0,10448,94.2431,80.8289,13.4142,3439
40-99,NONPAYER,HC,16,662399.9516,734550.0,10448,63.3997,70.3053,-6.9056,3482
40-99,NONPAYER,HC,17,734356.1795,748750.0,10448,70.2868,71.6644,-1.3777,3548
40-99,NONPAYER,HC,18,571869.8665,629700.0,10448,54.7349,60.2699,-5.535,3641
40-99,NONPAYER,HC,19,900218.9362,782050.0,10448,86.1618,74.8516,11.3102,3502
40-99,NONPAYER,HC,20,604901.0,638650.0,10448,57.8963,61.1265,-3.2302,3312
40-99,NONPAYER,HC,21,585304.3333,595400.0,10448,56.0207,56.987,-0.9663,3296
40-99,NONPAYER,Slingshot,1,9546.0,7532.0,10353,0.9221,0.7275,0.1945,2110
40-99,NONPAYER,Slingshot,2,6963.0,7005.0,10353,0.6726,0.6766,-0.0041,2190
40-99,NONPAYER,Slingshot,3,7137.0,6750.0,10353,0.6894,0.652,0.0374,2312
40-99,NONPAYER,Slingshot,4,6422.0,5861.0,10353,0.6203,0.5661,0.0542,2314
40-99,NONPAYER,Slingshot,5,6234.0,5882.0,10353,0.6021,0.5681,0.034,2330
40-99,NONPAYER,Slingshot,6,4652.0,5412.0,10353,0.4493,0.5227,-0.0734,2338
40-99,NONPAYER,Slingshot,7,4919.0,5717.0,10353,0.4751,0.5522,-0.0771,2434
40-99,NONPAYER,Slingshot,8,10778.0,7965.0,10353,1.0411,0.7693,0.2717,2628
40-99,NONPAYER,Slingshot,9,7549.0,7225.0,10353,0.7292,0.6979,0.0313,2626
40-99,NONPAYER,Slingshot,10,7352.0,6992.0,10353,0.7101,0.6754,0.0348,2688
40-99,NONPAYER,Slingshot,11,6951.0,6552.0,10353,0.6714,0.6329,0.0385,2784
40-99,NONPAYER,Slingshot,12,7132.0,7120.0,10353,0.6889,0.6877,0.0012,2877
40-99,NONPAYER,Slingshot,13,6029.0,6771.0,10353,0.5823,0.654,-0.0717,3082
40-99,NONPAYER,Slingshot,14,6346.0,7187.0,10353,0.613,0.6942,-0.0812,3182
40-99,NONPAYER,Slingshot,15,13429.0,9955.0,10353,1.2971,0.9616,0.3356,3439
40-99,NONPAYER,Slingshot,16,9530.0,9097.0,10353,0.9205,0.8787,0.0418,3482
40-99,NONPAYER,Slingshot,17,9389.0,8763.0,10353,0.9069,0.8464,0.0605,3548
40-99,NONPAYER,Slingshot,18,7950.0,7913.0,10353,0.7679,0.7643,0.0036,3641
40-99,NONPAYER,Slingshot,19,8435.0,7874.0,10353,0.8147,0.7606,0.0542,3502
40-99,NONPAYER,Slingshot,20,5218.0,6125.0,10353,0.504,0.5916,-0.0876,3312
40-99,NONPAYER,Slingshot,21,4870.0,5876.0,10353,0.4704,0.5676,-0.0972,3296
40-99,NONPAYER,Shuffle,1,7388.0,7121.0,9976,0.7406,0.7138,0.0268,2110
40-99,NONPAYER,Shuffle,2,5440.0,5904.0,9976,0.5453,0.5918,-0.0465,2190
40-99,NONPAYER,Shuffle,3,6497.0,6271.0,9976,0.6513,0.6286,0.0227,2312
40-99,NONPAYER,Shuffle,4,5786.0,5387.0,9976,0.58,0.54,0.04,2314
40-99,NONPAYER,Shuffle,5,6100.0,6166.0,9976,0.6115,0.6181,-0.0066,2330
40-99,NONPAYER,Shuffle,6,4471.0,5235.0,9976,0.4482,0.5248,-0.0766,2338
40-99,NONPAYER,Shuffle,7,4524.0,5252.0,9976,0.4535,0.5265,-0.073,2434
40-99,NONPAYER,Shuffle,8,7727.0,6723.0,9976,0.7746,0.6739,0.1006,2628
40-99,NONPAYER,Shuffle,9,5919.0,5796.0,9976,0.5933,0.581,0.0123,2626
40-99,NONPAYER,Shuffle,10,6838.0,6598.0,9976,0.6854,0.6614,0.0241,2688
40-99,NONPAYER,Shuffle,11,5910.0,5849.0,9976,0.5924,0.5863,0.0061,2784
40-99,NONPAYER,Shuffle,12,6717.0,6467.0,9976,0.6733,0.6483,0.0251,2877
40-99,NONPAYER,Shuffle,13,5527.0,6294.0,9976,0.554,0.6309,-0.0769,3082
40-99,NONPAYER,Shuffle,14,5631.0,6461.0,9976,0.5645,0.6477,-0.0832,3182
40-99,NONPAYER,Shuffle,15,9228.0,8211.0,9976,0.925,0.8231,0.1019,3439
40-99,NONPAYER,Shuffle,16,7626.0,7466.0,9976,0.7644,0.7484,0.016,3482
40-99,NONPAYER,Shuffle,17,8127.0,7708.0,9976,0.8147,0.7727,0.042,3548
40-99,NONPAYER,Shuffle,18,6842.0,7245.0,9976,0.6858,0.7262,-0.0404,3641
40-99,NONPAYER,Shuffle,19,7608.0,7327.0,9976,0.7626,0.7345,0.0282,3502
40-99,NONPAYER,Shuffle,20,5125.0,5950.0,9976,0.5137,0.5964,-0.0827,3312
40-99,NONPAYER,Shuffle,21,4984.0,5909.0,9976,0.4996,0.5923,-0.0927,3296
40-99,NONPAYER,Comet,1,4188.0,4310.0,8194,0.5111,0.526,-0.0149,2110
40-99,NONPAYER,Comet,2,2277.0,3490.0,8194,0.2779,0.4259,-0.148,2190
40-99,NONPAYER,Comet,3,2483.0,3231.0,8194,0.303,0.3943,-0.0913,2312
40-99,NONPAYER,Comet,4,2186.0,2684.0,8194,0.2668,0.3276,-0.0608,2314
40-99,NONPAYER,Comet,5,2490.0,3086.0,8194,0.3039,0.3766,-0.0727,2330
40-99,NONPAYER,Comet,6,1689.0,2651.0,8194,0.2061,0.3235,-0.1174,2338
40-99,NONPAYER,Comet,7,1795.0,2879.0,8194,0.2191,0.3514,-0.1323,2434
40-99,NONPAYER,Comet,8,4801.0,4510.0,8194,0.5859,0.5504,0.0355,2628
40-99,NONPAYER,Comet,9,2601.0,3480.0,8194,0.3174,0.4247,-0.1073,2626
40-99,NONPAYER,Comet,10,2546.0,3410.0,8194,0.3107,0.4162,-0.1054,2688
40-99,NONPAYER,Comet,11,2281.0,2915.0,8194,0.2784,0.3557,-0.0774,2784
40-99,NONPAYER,Comet,12,2713.0,3521.0,8194,0.3311,0.4297,-0.0986,2877
40-99,NONPAYER,Comet,13,2049.0,3634.0,8194,0.2501,0.4435,-0.1934,3082
40-99,NONPAYER,Comet,14,2273.0,3748.0,8194,0.2774,0.4574,-0.18,3182
40-99,NONPAYER,Comet,15,5589.0,5343.0,8194,0.6821,0.6521,0.03,3439
40-99,NONPAYER,Comet,16,3371.0,4547.0,8194,0.4114,0.5549,-0.1435,3482
40-99,NONPAYER,Comet,17,2972.0,4195.0,8194,0.3627,0.512,-0.1493,3548
40-99,NONPAYER,Comet,18,2350.0,3724.0,8194,0.2868,0.4545,-0.1677,3641
40-99,NONPAYER,Comet,19,3076.0,3580.0,8194,0.3754,0.4369,-0.0615,3502
40-99,NONPAYER,Comet,20,1932.0,2986.0,8194,0.2358,0.3644,-0.1286,3312
40-99,NONPAYER,Comet,21,1807.0,2823.0,8194,0.2205,0.3445,-0.124,3296
40-99,NONPAYER,Red,1,7772.0,6781.0,10371,0.7494,0.6538,0.0956,2110
40-99,NONPAYER,Red,2,6195.0,5898.0,10371,0.5973,0.5687,0.0286,2190
40-99,NONPAYER,Red,3,6228.0,5617.0,10371,0.6005,0.5416,0.0589,2312
40-99,NONPAYER,Red,4,5647.0,5182.0,10371,0.5445,0.4997,0.0448,2314
40-99,NONPAYER,Red,5,6388.0,5573.0,10371,0.6159,0.5374,0.0786,2330
40-99,NONPAYER,Red,6,4863.0,5052.0,10371,0.4689,0.4871,-0.0182,2338
40-99,NONPAYER,Red,7,4855.0,4973.0,10371,0.4681,0.4795,-0.0114,2434
40-99,NONPAYER,Red,8,9003.0,7343.0,10371,0.8681,0.708,0.1601,2628
40-99,NONPAYER,Red,9,6388.0,6318.0,10371,0.6159,0.6092,0.0067,2626
40-99,NONPAYER,Red,10,6464.0,5968.0,10371,0.6233,0.5755,0.0478,2688
40-99,NONPAYER,Red,11,6269.0,5869.0,10371,0.6045,0.5659,0.0386,2784
40-99,NONPAYER,Red,12,6951.0,6360.0,10371,0.6702,0.6132,0.057,2877
40-99,NONPAYER,Red,13,6334.0,6193.0,10371,0.6107,0.5971,0.0136,3082
40-99,NONPAYER,Red,14,6282.0,6236.0,10371,0.6057,0.6013,0.0044,3182
40-99,NONPAYER,Red,15,11735.0,8929.0,10371,1.1315,0.861,0.2706,3439
40-99,NONPAYER,Red,16,8505.0,8015.0,10371,0.8201,0.7728,0.0472,3482
40-99,NONPAYER,Red,17,7907.0,7671.0,10371,0.7624,0.7397,0.0228,3548
40-99,NONPAYER,Red,18,7098.0,6929.0,10371,0.6844,0.6681,0.0163,3641
40-99,NONPAYER,Red,19,7776.0,6597.0,10371,0.7498,0.6361,0.1137,3502
40-99,NONPAYER,Red,20,5073.0,5442.0,10371,0.4892,0.5247,-0.0356,3312
40-99,NONPAYER,Red,21,4682.0,5225.0,10371,0.4515,0.5038,-0.0524,3296
40-99,NONPAYER,Chuck,1,8090.0,5922.0,10360,0.7809,0.5716,0.2093,2110
40-99,NONPAYER,Chuck,2,6522.0,5350.0,10360,0.6295,0.5164,0.1131,2190
40-99,NONPAYER,Chuck,3,6500.0,5436.0,10360,0.6274,0.5247,0.1027,2312
40-99,NONPAYER,Chuck,4,6091.0,5170.0,10360,0.5879,0.499,0.0889,2314
40-99,NONPAYER,Chuck,5,7789.0,5822.0,10360,0.7518,0.562,0.1899,2330
40-99,NONPAYER,Chuck,6,5464.0,4954.0,10360,0.5274,0.4782,0.0492,2338
40-99,NONPAYER,Chuck,7,5510.0,5095.0,10360,0.5319,0.4918,0.0401,2434
40-99,NONPAYER,Chuck,8,9353.0,6479.0,10360,0.9028,0.6254,0.2774,2628
40-99,NONPAYER,Chuck,9,6666.0,5704.0,10360,0.6434,0.5506,0.0929,2626
40-99,NONPAYER,Chuck,10,6457.0,5695.0,10360,0.6233,0.5497,0.0736,2688
40-99,NONPAYER,Chuck,11,6612.0,5740.0,10360,0.6382,0.5541,0.0842,2784
40-99,NONPAYER,Chuck,12,8823.0,6532.0,10360,0.8516,0.6305,0.2211,2877
40-99,NONPAYER,Chuck,13,7419.0,6154.0,10360,0.7161,0.594,0.1221,3082
40-99,NONPAYER,Chuck,14,7211.0,6203.0,10360,0.696,0.5987,0.0973,3182
40-99,NONPAYER,Chuck,15,12001.0,7850.0,10360,1.1584,0.7577,0.4007,3439
40-99,NONPAYER,Chuck,16,8932.0,7388.0,10360,0.8622,0.7131,0.149,3482
40-99,NONPAYER,Chuck,17,8186.0,7341.0,10360,0.7902,0.7086,0.0816,3548
40-99,NONPAYER,Chuck,18,7560.0,6626.0,10360,0.7297,0.6396,0.0902,3641
40-99,NONPAYER,Chuck,19,9359.0,6939.0,10360,0.9034,0.6698,0.2336,3502
40-99,NONPAYER,Chuck,20,5676.0,5430.0,10360,0.5479,0.5241,0.0237,3312
40-99,NONPAYER,Chuck,21,5084.0,5238.0,10360,0.4907,0.5056,-0.0149,3296
40-99,NONPAYER,Bomb,1,5106.0,3631.0,10295,0.496,0.3527,0.1433,2110
40-99,NONPAYER,Bomb,2,4889.0,3481.0,10295,0.4749,0.3381,0.1368,2190
40-99,NONPAYER,Bomb,3,4555.0,3387.0,10295,0.4424,0.329,0.1135,2312
40-99,NONPAYER,Bomb,4,4265.0,3212.0,10295,0.4143,0.312,0.1023,2314
40-99,NONPAYER,Bomb,5,4973.0,3607.0,10295,0.4831,0.3504,0.1327,2330
40-99,NONPAYER,Bomb,6,3602.0,3499.0,10295,0.3499,0.3399,0.01,2338
40-99,NONPAYER,Bomb,7,3669.0,3660.0,10295,0.3564,0.3555,0.0009,2434
40-99,NONPAYER,Bomb,8,5635.0,4198.0,10295,0.5474,0.4078,0.1396,2628
40-99,NONPAYER,Bomb,9,5111.0,3812.0,10295,0.4965,0.3703,0.1262,2626
40-99,NONPAYER,Bomb,10,4783.0,3650.0,10295,0.4646,0.3545,0.1101,2688
40-99,NONPAYER,Bomb,11,4466.0,3725.0,10295,0.4338,0.3618,0.072,2784
40-99,NONPAYER,Bomb,12,5546.0,3999.0,10295,0.5387,0.3884,0.1503,2877
40-99,NONPAYER,Bomb,13,4835.0,4337.0,10295,0.4696,0.4213,0.0484,3082
40-99,NONPAYER,Bomb,14,4801.0,4542.0,10295,0.4663,0.4412,0.0252,3182
40-99,NONPAYER,Bomb,15,6749.0,5103.0,10295,0.6556,0.4957,0.1599,3439
40-99,NONPAYER,Bomb,16,6506.0,5002.0,10295,0.632,0.4859,0.1461,3482
40-99,NONPAYER,Bomb,17,5867.0,4891.0,10295,0.5699,0.4751,0.0948,3548
40-99,NONPAYER,Bomb,18,5399.0,4460.0,10295,0.5244,0.4332,0.0912,3641
40-99,NONPAYER,Bomb,19,6290.0,4625.0,10295,0.611,0.4492,0.1617,3502
40-99,NONPAYER,Bomb,20,3906.0,3942.0,10295,0.3794,0.3829,-0.0035,3312
40-99,NONPAYER,Bomb,21,3670.0,3658.0,10295,0.3565,0.3553,0.0012,3296
40-99,NONPAYER,UL Bomb,1,1175.0,697.0,3606,0.3258,0.1933,0.1326,2110
40-99,NONPAYER,UL Bomb,2,660.0,380.0,3606,0.183,0.1054,0.0776,2190
40-99,NONPAYER,UL Bomb,3,795.0,530.0,3606,0.2205,0.147,0.0735,2312
40-99,NONPAYER,UL Bomb,4,865.0,456.0,3606,0.2399,0.1265,0.1134,2314
40-99,NONPAYER,UL Bomb,5,6555.0,4418.0,3606,1.8178,1.2252,0.5926,2330
40-99,NONPAYER,UL Bomb,6,9080.0,6042.0,3606,2.518,1.6755,0.8425,2338
40-99,NONPAYER,UL Bomb,7,10020.0,6500.0,3606,2.7787,1.8026,0.9762,2434
40-99,NONPAYER,UL Bomb,8,4665.0,2789.0,3606,1.2937,0.7734,0.5202,2628
40-99,NONPAYER,UL Bomb,9,1045.0,602.0,3606,0.2898,0.1669,0.1229,2626
40-99,NONPAYER,UL Bomb,10,970.0,503.0,3606,0.269,0.1395,0.1295,2688
40-99,NONPAYER,UL Bomb,11,945.0,449.0,3606,0.2621,0.1245,0.1375,2784
40-99,NONPAYER,UL Bomb,12,5980.0,3795.0,3606,1.6583,1.0524,0.6059,2877
40-99,NONPAYER,UL Bomb,13,9775.0,6116.0,3606,2.7108,1.6961,1.0147,3082
40-99,NONPAYER,UL Bomb,14,10955.0,6879.0,3606,3.038,1.9077,1.1303,3182
40-99,NONPAYER,UL Bomb,15,8925.0,4419.0,3606,2.475,1.2255,1.2496,3439
40-99,NONPAYER,UL Bomb,16,1725.0,860.0,3606,0.4784,0.2385,0.2399,3482
40-99,NONPAYER,UL Bomb,17,1150.0,529.0,3606,0.3189,0.1467,0.1722,3548
40-99,NONPAYER,UL Bomb,18,1510.0,747.0,3606,0.4187,0.2072,0.2116,3641
40-99,NONPAYER,UL Bomb,19,1975.0,987.0,3606,0.5477,0.2737,0.274,3502
40-99,NONPAYER,UL Bomb,20,3755.0,2322.0,3606,1.0413,0.6439,0.3974,3312
40-99,NONPAYER,UL Bomb,21,4185.0,2771.0,3606,1.1606,0.7684,0.3921,3296
40-99,NONPAYER,UL Chuck,1,9900.0,5663.0,8061,1.2281,0.7025,0.5256,2110
40-99,NONPAYER,UL Chuck,2,12525.0,7005.0,8061,1.5538,0.869,0.6848,2190
40-99,NONPAYER,UL Chuck,3,13790.0,7655.0,8061,1.7107,0.9496,0.7611,2312
40-99,NONPAYER,UL Chuck,4,12575.0,6537.0,8061,1.56,0.8109,0.749,2314
40-99,NONPAYER,UL Chuck,5,21520.0,12708.0,8061,2.6696,1.5765,1.0932,2330
40-99,NONPAYER,UL Chuck,6,15540.0,9118.0,8061,1.9278,1.1311,0.7967,2338
40-99,NONPAYER,UL Chuck,7,17540.0,9806.0,8061,2.1759,1.2165,0.9594,2434
40-99,NONPAYER,UL Chuck,8,12505.0,7172.0,8061,1.5513,0.8897,0.6616,2628
40-99,NONPAYER,UL Chuck,9,12185.0,7199.0,8061,1.5116,0.8931,0.6185,2626
40-99,NONPAYER,UL Chuck,10,14305.0,7749.0,8061,1.7746,0.9613,0.8133,2688
40-99,NONPAYER,UL Chuck,11,14830.0,7805.0,8061,1.8397,0.9682,0.8715,2784
40-99,NONPAYER,UL Chuck,12,23140.0,13405.0,8061,2.8706,1.6629,1.2077,2877
40-99,NONPAYER,UL Chuck,13,20250.0,11797.0,8061,2.5121,1.4635,1.0486,3082
40-99,NONPAYER,UL Chuck,14,20615.0,12044.0,8061,2.5574,1.4941,1.0633,3182
40-99,NONPAYER,UL Chuck,15,22045.0,10507.0,8061,2.7348,1.3034,1.4313,3439
40-99,NONPAYER,UL Chuck,16,16950.0,9263.0,8061,2.1027,1.1491,0.9536,3482
40-99,NONPAYER,UL Chuck,17,17200.0,9162.0,8061,2.1337,1.1366,0.9971,3548
40-99,NONPAYER,UL Chuck,18,16665.0,8402.0,8061,2.0674,1.0423,1.0251,3641
40-99,NONPAYER,UL Chuck,19,11755.0,6413.0,8061,1.4583,0.7956,0.6627,3502
40-99,NONPAYER,UL Chuck,20,11540.0,5728.0,8061,1.4316,0.7106,0.721,3312
40-99,NONPAYER,UL Chuck,21,11630.0,6359.0,8061,1.4427,0.7889,0.6539,3296
40-99,NONPAYER,UL Red,1,27625.0,13376.0,8681,3.1822,1.5408,1.6414,2110
40-99,NONPAYER,UL Red,2,24270.0,12251.0,8681,2.7958,1.4112,1.3845,2190
40-99,NONPAYER,UL Red,3,20215.0,10031.0,8681,2.3286,1.1555,1.1731,2312
40-99,NONPAYER,UL Red,4,18665.0,8864.0,8681,2.1501,1.0211,1.129,2314
40-99,NONPAYER,UL Red,5,30185.0,16309.0,8681,3.4771,1.8787,1.5984,2330
40-99,NONPAYER,UL Red,6,22735.0,12864.0,8681,2.6189,1.4819,1.1371,2338
40-99,NONPAYER,UL Red,7,23210.0,12641.0,8681,2.6737,1.4562,1.2175,2434
40-99,NONPAYER,UL Red,8,34095.0,16210.0,8681,3.9275,1.8673,2.0602,2628
40-99,NONPAYER,UL Red,9,28480.0,13969.0,8681,3.2807,1.6091,1.6716,2626
40-99,NONPAYER,UL Red,10,22580.0,11041.0,8681,2.6011,1.2719,1.3292,2688
40-99,NONPAYER,UL Red,11,20885.0,10227.0,8681,2.4058,1.1781,1.2277,2784
40-99,NONPAYER,UL Red,12,31850.0,17910.0,8681,3.6689,2.0631,1.6058,2877
40-99,NONPAYER,UL Red,13,30840.0,16436.0,8681,3.5526,1.8933,1.6593,3082
40-99,NONPAYER,UL Red,14,28845.0,15242.0,8681,3.3228,1.7558,1.567,3182
40-99,NONPAYER,UL Red,15,49870.0,22536.0,8681,5.7447,2.596,3.1487,3439
40-99,NONPAYER,UL Red,16,36450.0,17474.0,8681,4.1988,2.0129,2.1859,3482
40-99,NONPAYER,UL Red,17,30120.0,14220.0,8681,3.4696,1.6381,1.8316,3548
40-99,NONPAYER,UL Red,18,27950.0,12694.0,8681,3.2197,1.4623,1.7574,3641
40-99,NONPAYER,UL Red,19,25525.0,11868.0,8681,2.9403,1.3671,1.5732,3502
40-99,NONPAYER,UL Red,20,19495.0,8975.0,8681,2.2457,1.0339,1.2118,3312
40-99,NONPAYER,UL Red,21,19315.0,8598.0,8681,2.225,0.9904,1.2345,3296
40-99,NONPAYER,Unlimited Lives,1,765380.0,0.0,10426,73.4107,0.0,73.4107,2110
40-99,NONPAYER,Unlimited Lives,2,713133.0,0.0,10426,68.3995,0.0,68.3995,2190
40-99,NONPAYER,Unlimited Lives,3,781086.0,91.0,10426,74.9171,0.0087,74.9084,2312
40-99,NONPAYER,Unlimited Lives,4,717270.0,1.0,10426,68.7963,0.0001,68.7962,2314
40-99,NONPAYER,Unlimited Lives,5,665782.0,13.0,10426,63.8579,0.0012,63.8566,2330
40-99,NONPAYER,Unlimited Lives,6,593335.0,0.0,10426,56.9092,0.0,56.9092,2338
40-99,NONPAYER,Unlimited Lives,7,618250.0,0.0,10426,59.2989,0.0,59.2989,2434
40-99,NONPAYER,Unlimited Lives,8,842252.0,0.0,10426,80.7838,0.0,80.7838,2628
40-99,NONPAYER,Unlimited Lives,9,785520.0,19.0,10426,75.3424,0.0018,75.3406,2626
40-99,NONPAYER,Unlimited Lives,10,768740.0,0.0,10426,73.733,0.0,73.733,2688
40-99,NONPAYER,Unlimited Lives,11,725825.0,0.0,10426,69.6168,0.0,69.6168,2784
40-99,NONPAYER,Unlimited Lives,12,736830.0,0.0,10426,70.6724,0.0,70.6724,2877
40-99,NONPAYER,Unlimited Lives,13,750165.0,58.0,10426,71.9514,0.0056,71.9458,3082
40-99,NONPAYER,Unlimited Lives,14,770710.0,0.0,10426,73.9219,0.0,73.9219,3182
40-99,NONPAYER,Unlimited Lives,15,1088364.0,0.0,10426,104.3894,0.0,104.3894,3439
40-99,NONPAYER,Unlimited Lives,16,940598.0,0.0,10426,90.2166,0.0,90.2166,3482
40-99,NONPAYER,Unlimited Lives,17,879085.0,0.0,10426,84.3166,0.0,84.3166,3548
40-99,NONPAYER,Unlimited Lives,18,849415.0,33.0,10426,81.4708,0.0032,81.4677,3641
40-99,NONPAYER,Unlimited Lives,19,811915.0,0.0,10426,77.8741,0.0,77.8741,3502
40-99,NONPAYER,Unlimited Lives,20,664946.0,0.0,10426,63.7777,0.0,63.7777,3312
40-99,NONPAYER,Unlimited Lives,21,667705.0,3.0,10426,64.0423,0.0003,64.042,3296
40-99,NONPAYER,SPT,1,899610.0,0.0,10229,87.947,0.0,87.947,2110
40-99,NONPAYER,SPT,2,854787.0,0.0,10229,83.5651,0.0,83.5651,2190
40-99,NONPAYER,SPT,3,710132.0,0.0,10229,69.4234,0.0,69.4234,2312
40-99,NONPAYER,SPT,4,1093225.0,0.0,10229,106.8751,0.0,106.8751,2314
40-99,NONPAYER,SPT,5,1041920.0,0.0,10229,101.8594,0.0,101.8594,2330
40-99,NONPAYER,SPT,6,947333.0,0.0,10229,92.6125,0.0,92.6125,2338
40-99,NONPAYER,SPT,7,969015.0,0.0,10229,94.7321,0.0,94.7321,2434
40-99,NONPAYER,SPT,8,1376063.0,0.0,10229,134.5257,0.0,134.5257,2628
40-99,NONPAYER,SPT,9,1073967.0,0.0,10229,104.9924,0.0,104.9924,2626
40-99,NONPAYER,SPT,10,1229777.0,0.0,10229,120.2246,0.0,120.2246,2688
40-99,NONPAYER,SPT,11,1347413.0,0.0,10229,131.7248,0.0,131.7248,2784
40-99,NONPAYER,SPT,12,1282616.0,0.0,10229,125.3902,0.0,125.3902,2877
40-99,NONPAYER,SPT,13,1306870.0,0.0,10229,127.7613,0.0,127.7613,3082
40-99,NONPAYER,SPT,14,1366291.0,0.0,10229,133.5703,0.0,133.5703,3182
40-99,NONPAYER,SPT,15,1883521.0,0.0,10229,184.1354,0.0,184.1354,3439
40-99,NONPAYER,SPT,16,1679224.0,0.0,10229,164.1631,0.0,164.1631,3482
40-99,NONPAYER,SPT,17,1632484.0,0.0,10229,159.5937,0.0,159.5937,3548
40-99,NONPAYER,SPT,18,1606854.0,0.0,10229,157.0881,0.0,157.0881,3641
40-99,NONPAYER,SPT,19,1423749.0,0.0,10229,139.1875,0.0,139.1875,3502
40-99,NONPAYER,SPT,20,1170471.0,0.0,10229,114.4267,0.0,114.4267,3312
40-99,NONPAYER,SPT,21,1137008.0,0.0,10229,111.1553,0.0,111.1553,3296
40-99,NONPAYER,SPTx2,1,45.0,0.0,6023,0.0075,0.0,0.0075,2110
40-99,NONPAYER,SPTx2,2,0.0,0.0,6023,0.0,0.0,0.0,2190
40-99,NONPAYER,SPTx2,3,30.0,0.0,6023,0.005,0.0,0.005,2312
40-99,NONPAYER,SPTx2,4,15.0,0.0,6023,0.0025,0.0,0.0025,2314
40-99,NONPAYER,SPTx2,5,15.0,0.0,6023,0.0025,0.0,0.0025,2330
40-99,NONPAYER,SPTx2,6,0.0,0.0,6023,0.0,0.0,0.0,2338
40-99,NONPAYER,SPTx2,7,10.0,0.0,6023,0.0017,0.0,0.0017,2434
40-99,NONPAYER,SPTx2,8,23145.0,0.0,6023,3.8428,0.0,3.8428,2628
40-99,NONPAYER,SPTx2,9,16130.0,0.0,6023,2.6781,0.0,2.6781,2626
40-99,NONPAYER,SPTx2,10,17880.0,0.0,6023,2.9686,0.0,2.9686,2688
40-99,NONPAYER,SPTx2,11,15290.0,0.0,6023,2.5386,0.0,2.5386,2784
40-99,NONPAYER,SPTx2,12,855.0,0.0,6023,0.142,0.0,0.142,2877
40-99,NONPAYER,SPTx2,13,45.0,0.0,6023,0.0075,0.0,0.0075,3082
40-99,NONPAYER,SPTx2,14,10.0,0.0,6023,0.0017,0.0,0.0017,3182
40-99,NONPAYER,SPTx2,15,28120.0,0.0,6023,4.6688,0.0,4.6688,3439
40-99,NONPAYER,SPTx2,16,20340.0,0.0,6023,3.3771,0.0,3.3771,3482
40-99,NONPAYER,SPTx2,17,19765.0,0.0,6023,3.2816,0.0,3.2816,3548
40-99,NONPAYER,SPTx2,18,18600.0,0.0,6023,3.0882,0.0,3.0882,3641
40-99,NONPAYER,SPTx2,19,775.0,0.0,6023,0.1287,0.0,0.1287,3502
40-99,NONPAYER,SPTx2,20,50.0,0.0,6023,0.0083,0.0,0.0083,3312
40-99,NONPAYER,SPTx2,21,50.0,0.0,6023,0.0083,0.0,0.0083,3296
40-99,PAYER,HC,1,224786.0831,215250.0,1156,194.4516,186.2024,8.2492,413
40-99,PAYER,HC,2,133892.3353,141100.0,1156,115.8238,122.0588,-6.235,382
40-99,PAYER,HC,3,180140.8825,172850.0,1156,155.8312,149.5242,6.307,403
40-99,PAYER,HC,4,145908.5561,154950.0,1156,126.2185,134.0398,-7.8213,411
40-99,PAYER,HC,5,218580.081,208250.0,1156,189.0831,180.1471,8.9361,429
40-99,PAYER,HC,6,168476.0,169350.0,1156,145.7405,146.4965,-0.7561,419
40-99,PAYER,HC,7,165282.0,166200.0,1156,142.9775,143.7716,-0.7941,427
40-99,PAYER,HC,8,215117.2629,214150.0,1156,186.0876,185.2509,0.8367,479
40-99,PAYER,HC,9,157946.8516,167750.0,1156,136.6322,145.1125,-8.4802,474
40-99,PAYER,HC,10,157483.4867,158800.0,1156,136.2314,137.3702,-1.1389,455
40-99,PAYER,HC,11,149328.7745,150550.0,1156,129.1771,130.2336,-1.0564,467
40-99,PAYER,HC,12,216142.1905,195800.0,1156,186.9742,169.3772,17.5971,499
40-99,PAYER,HC,13,189897.5714,199750.0,1156,164.2713,172.7941,-8.5229,504
40-99,PAYER,HC,14,169575.7143,171000.0,1156,146.6918,147.9239,-1.2321,521
40-99,PAYER,HC,15,258694.0742,252000.0,1156,223.7838,217.9931,5.7907,588
40-99,PAYER,HC,16,192803.3294,203250.0,1156,166.7849,175.8218,-9.0369,567
40-99,PAYER,HC,17,176328.175,179850.0,1156,152.533,155.5796,-3.0466,513
40-99,PAYER,HC,18,161617.4474,179550.0,1156,139.8075,155.3201,-15.5126,549
40-99,PAYER,HC,19,237659.816,211650.0,1156,205.5881,183.0882,22.4998,538
40-99,PAYER,HC,20,174168.0,180650.0,1156,150.6644,156.2716,-5.6073,520
40-99,PAYER,HC,21,152574.0,159100.0,1156,131.9844,137.6298,-5.6453,494
40-99,PAYER,Slingshot,1,2062.0,1836.0,1151,1.7915,1.5951,0.1964,413
40-99,PAYER,Slingshot,2,1231.0,1300.0,1151,1.0695,1.1295,-0.0599,382
40-99,PAYER,Slingshot,3,1273.0,1333.0,1151,1.106,1.1581,-0.0521,403
