engagement_segment,payer_flag,resource,unit,category,resource_earners,recipients,recipient_rate_pct,pct_of_resource_pool,mean_share_all_earners_pct,category_amount,resource_pool_amount,amount_per_earner,amount_per_recipient,category_amount_uncorrected,resource_pool_amount_uncorrected,amount_per_earner_uncorrected
D. 20-39,NONPAYER,UL Bomb,minutes,Season Pass (Free),5564,7,0.13,0.07,0.11,80.0,113905.0,0.0144,11.4286,80.0,113905.0,0.0144
D. 20-39,NONPAYER,UL Chuck,minutes,Daily Gift,11974,1930,16.12,34.62,12.53,117240.0,338620.0,9.7912,60.7461,117240.0,338620.0,9.7912
D. 20-39,NONPAYER,UL Chuck,minutes,Jigsaw,11974,4994,41.71,16.54,23.63,56015.0,338620.0,4.6781,11.2165,56015.0,338620.0,4.6781
D. 20-39,NONPAYER,UL Chuck,minutes,Hatchling Hideaway,11974,4391,36.67,16.4,19.54,55540.0,338620.0,4.6384,12.6486,55540.0,338620.0,4.6384
D. 20-39,NONPAYER,UL Chuck,minutes,Season Pass (Free),11974,3069,25.63,15.03,20.57,50910.0,338620.0,4.2517,16.5885,50910.0,338620.0,4.2517
D. 20-39,NONPAYER,UL Chuck,minutes,Bomb's Ballet,11974,4557,38.06,13.94,20.61,47215.0,338620.0,3.9431,10.361,47215.0,338620.0,3.9431
D. 20-39,NONPAYER,UL Chuck,minutes,Photoshoot,11974,374,3.12,1.69,1.77,5730.0,338620.0,0.4785,15.3209,5730.0,338620.0,0.4785
D. 20-39,NONPAYER,UL Chuck,minutes,Rainbow Maker,11974,352,2.94,1.31,1.03,4450.0,338620.0,0.3716,12.642,4450.0,338620.0,0.3716
D. 20-39,NONPAYER,UL Chuck,minutes,Other,11974,46,0.38,0.44,0.29,1475.0,338620.0,0.1232,32.0652,1475.0,338620.0,0.1232
D. 20-39,NONPAYER,UL Chuck,minutes,River Rush,11974,4,0.03,0.01,0.02,45.0,338620.0,0.0038,11.25,45.0,338620.0,0.0038
D. 20-39,NONPAYER,UL Red,minutes,Rainbow Maker,16361,10027,61.29,26.06,27.79,177490.0,680975.0,10.8484,17.7012,177490.0,680975.0,10.8484
D. 20-39,NONPAYER,UL Red,minutes,Season Pass (Free),16361,8033,49.1,19.34,25.12,131690.0,680975.0,8.049,16.3936,131690.0,680975.0,8.049
D. 20-39,NONPAYER,UL Red,minutes,Daily Gift,16361,1943,11.88,17.45,7.28,118860.0,680975.0,7.2648,61.1734,118860.0,680975.0,7.2648
D. 20-39,NONPAYER,UL Red,minutes,Hatchling Hideaway,16361,7291,44.56,14.97,14.5,101960.0,680975.0,6.2319,13.9844,101960.0,680975.0,6.2319
D. 20-39,NONPAYER,UL Red,minutes,Jigsaw,16361,5524,33.76,10.68,12.18,72695.0,680975.0,4.4432,13.1598,72695.0,680975.0,4.4432
D. 20-39,NONPAYER,UL Red,minutes,Bomb's Ballet,16361,5009,30.62,8.55,10.08,58225.0,680975.0,3.5588,11.6241,58225.0,680975.0,3.5588
D. 20-39,NONPAYER,UL Red,minutes,Photoshoot,16361,1225,7.49,2.72,2.83,18525.0,680975.0,1.1323,15.1224,18525.0,680975.0,1.1323
D. 20-39,NONPAYER,UL Red,minutes,Other,16361,46,0.28,0.22,0.2,1490.0,680975.0,0.0911,32.3913,1490.0,680975.0,0.0911
D. 20-39,NONPAYER,UL Red,minutes,River Rush,16361,2,0.01,0.0,0.0,20.0,680975.0,0.0012,10.0,20.0,680975.0,0.0012
D. 20-39,NONPAYER,UL Red,minutes,FlowerCoop,16361,2,0.01,0.0,0.0,20.0,680975.0,0.0012,10.0,20.0,680975.0,0.0012
D. 20-39,NONPAYER,Unlimited Lives,minutes,Saga,21120,20671,97.87,36.86,35.68,6486475.0,17595621.0,307.1248,313.7959,6486475.0,17595621.0,307.1248
D. 20-39,NONPAYER,Unlimited Lives,minutes,Flock Flurry,21120,12777,60.5,12.05,11.21,2120280.0,17595621.0,100.392,165.9451,2120280.0,17595621.0,100.392
D. 20-39,NONPAYER,Unlimited Lives,minutes,Daily Gift,21120,15131,71.64,8.97,8.32,1578955.0,17595621.0,74.7611,104.3523,1578955.0,17595621.0,74.7611
D. 20-39,NONPAYER,Unlimited Lives,minutes,Hatchling Hideaway,21120,13185,62.43,8.42,8.95,1480830.0,17595621.0,70.1151,112.3117,1480830.0,17595621.0,70.1151
D. 20-39,NONPAYER,Unlimited Lives,minutes,Rainbow Maker,21120,14939,70.73,6.77,6.99,1191005.0,17595621.0,56.3923,79.7245,1191005.0,17595621.0,56.3923
D. 20-39,NONPAYER,Unlimited Lives,minutes,Daily Night Sky Prize,21120,17291,81.87,6.66,6.74,1172370.0,17595621.0,55.5099,67.8023,1172370.0,17595621.0,55.5099
D. 20-39,NONPAYER,Unlimited Lives,minutes,Core,21120,12759,60.41,6.19,6.31,1089210.0,17595621.0,51.5724,85.368,1089210.0,17595621.0,51.5724
D. 20-39,NONPAYER,Unlimited Lives,minutes,Target Day,21120,10417,49.32,3.88,4.18,682650.0,17595621.0,32.3224,65.5323,682650.0,17595621.0,32.3224
D. 20-39,NONPAYER,Unlimited Lives,minutes,Season Pass (Free),21120,9165,43.39,3.28,4.73,576730.0,17595621.0,27.3073,62.9274,576730.0,17595621.0,27.3073
D. 20-39,NONPAYER,Unlimited Lives,minutes,Kite Festival,21120,7587,35.92,2.1,2.27,368945.0,17595621.0,17.469,48.6286,368945.0,17595621.0,17.469
D. 20-39,NONPAYER,Unlimited Lives,minutes,Jigsaw,21120,4620,21.88,1.49,1.28,262470.0,17595621.0,12.4276,56.8117,262470.0,17595621.0,12.4276
D. 20-39,NONPAYER,Unlimited Lives,minutes,Bomb's Ballet,21120,4228,20.02,1.1,0.91,193500.0,17595621.0,9.1619,45.7663,193500.0,17595621.0,9.1619
D. 20-39,NONPAYER,Unlimited Lives,minutes,Photoshoot,21120,2672,12.65,0.73,0.74,127740.0,17595621.0,6.0483,47.8069,127740.0,17595621.0,6.0483
D. 20-39,NONPAYER,Unlimited Lives,minutes,Ads,21120,3782,17.91,0.7,0.53,122865.0,17595621.0,5.8175,32.4868,122865.0,17595621.0,5.8175
D. 20-39,NONPAYER,Unlimited Lives,minutes,Other,21120,3035,14.37,0.62,0.83,108656.0,17595621.0,5.1447,35.801,108656.0,17595621.0,5.1447
D. 20-39,NONPAYER,Unlimited Lives,minutes,Flash Race,21120,622,2.95,0.19,0.33,32940.0,17595621.0,1.5597,52.9582,32940.0,17595621.0,1.5597
D. 20-39,PAYER,Bomb,count,Saga,4735,3284,69.36,20.17,21.24,5743.0,28467.0,1.2129,1.7488,5743.0,28467.0,1.2129
D. 20-39,PAYER,Bomb,count,Other,4735,3092,65.3,17.71,23.07,5041.0,28467.0,1.0646,1.6303,5041.0,28467.0,1.0646
D. 20-39,PAYER,Bomb,count,Season Pass (Free),4735,2032,42.91,14.44,11.43,4110.0,28467.0,0.868,2.0226,4110.0,28467.0,0.868
D. 20-39,PAYER,Bomb,count,Hatchling Hideaway,4735,2399,50.67,11.88,10.82,3382.0,28467.0,0.7143,1.4098,3382.0,28467.0,0.7143
D. 20-39,PAYER,Bomb,count,Rainbow Maker,4735,1948,41.14,10.62,8.14,3022.0,28467.0,0.6382,1.5513,3022.0,28467.0,0.6382
D. 20-39,PAYER,Bomb,count,Flock Flurry,4735,1603,33.85,8.82,8.04,2511.0,28467.0,0.5303,1.5664,2511.0,28467.0,0.5303
D. 20-39,PAYER,Bomb,count,Team Race,4735,1216,25.68,5.46,6.88,1554.0,28467.0,0.3282,1.278,1554.0,28467.0,0.3282
D. 20-39,PAYER,Bomb,count,Flash Race,4735,961,20.3,4.19,3.88,1192.0,28467.0,0.2517,1.2404,1192.0,28467.0,0.2517
D. 20-39,PAYER,Bomb,count,Core,4735,1001,21.14,3.81,3.66,1085.0,28467.0,0.2291,1.0839,1085.0,28467.0,0.2291
D. 20-39,PAYER,Bomb,count,Target Day,4735,591,12.48,2.34,2.28,666.0,28467.0,0.1407,1.1269,666.0,28467.0,0.1407
D. 20-39,PAYER,Bomb,count,Kite Festival,4735,137,2.89,0.52,0.51,148.0,28467.0,0.0313,1.0803,148.0,28467.0,0.0313
D. 20-39,PAYER,Bomb,count,Bomb's Ballet,4735,5,0.11,0.02,0.01,5.0,28467.0,0.0011,1.0,5.0,28467.0,0.0011
D. 20-39,PAYER,Bomb,count,Bomb Challenge,4735,1,0.02,0.01,0.01,2.0,28467.0,0.0004,2.0,2.0,28467.0,0.0004
D. 20-39,PAYER,Bomb,count,River Rush,4735,2,0.04,0.01,0.01,2.0,28467.0,0.0004,1.0,2.0,28467.0,0.0004
D. 20-39,PAYER,Bomb,count,Jigsaw,4735,4,0.08,0.01,0.02,4.0,28467.0,0.0008,1.0,4.0,28467.0,0.0008
D. 20-39,PAYER,Chuck,count,Season Pass (Free),5012,2880,57.46,16.97,16.06,7084.0,41740.0,1.4134,2.4597,7084.0,41740.0,1.4134
D. 20-39,PAYER,Chuck,count,Rainbow Maker,5012,3380,67.44,13.77,15.51,5747.0,41740.0,1.1466,1.7003,5747.0,41740.0,1.1466
D. 20-39,PAYER,Chuck,count,Saga,5012,3223,64.31,13.71,12.91,5724.0,41740.0,1.1421,1.776,5724.0,41740.0,1.1421
D. 20-39,PAYER,Chuck,count,Other,5012,3096,61.77,12.07,12.76,5036.0,41740.0,1.0048,1.6266,5036.0,41740.0,1.0048
D. 20-39,PAYER,Chuck,count,Daily Night Sky Prize,5012,2712,54.11,9.99,10.05,4171.0,41740.0,0.8322,1.538,4171.0,41740.0,0.8322
D. 20-39,PAYER,Chuck,count,Hatchling Hideaway,5012,2838,56.62,9.62,9.86,4016.0,41740.0,0.8013,1.4151,4016.0,41740.0,0.8013
D. 20-39,PAYER,Chuck,count,Flock Flurry,5012,1603,31.98,6.02,5.26,2511.0,41740.0,0.501,1.5664,2511.0,41740.0,0.501
D. 20-39,PAYER,Chuck,count,Jigsaw,5012,1388,27.69,3.62,3.78,1509.0,41740.0,0.3011,1.0872,1509.0,41740.0,0.3011
D. 20-39,PAYER,Chuck,count,Bomb's Ballet,5012,1280,25.54,3.15,3.24,1315.0,41740.0,0.2624,1.0273,1315.0,41740.0,0.2624
D. 20-39,PAYER,Chuck,count,Core,5012,1022,20.39,3.04,2.79,1269.0,41740.0,0.2532,1.2417,1269.0,41740.0,0.2532
D. 20-39,PAYER,Chuck,count,Target Day,5012,903,18.02,2.64,2.32,1104.0,41740.0,0.2203,1.2226,1104.0,41740.0,0.2203
D. 20-39,PAYER,Chuck,count,Photoshoot,5012,840,16.76,2.05,2.42,854.0,41740.0,0.1704,1.0167,854.0,41740.0,0.1704
D. 20-39,PAYER,Chuck,count,Flash Race,5012,519,10.36,1.46,1.19,611.0,41740.0,0.1219,1.1773,611.0,41740.0,0.1219
D. 20-39,PAYER,Chuck,count,Team Race,5012,486,9.7,1.32,1.32,549.0,41740.0,0.1095,1.1296,549.0,41740.0,0.1095
D. 20-39,PAYER,Chuck,count,Kite Festival,5012,228,4.55,0.57,0.53,239.0,41740.0,0.0477,1.0482,239.0,41740.0,0.0477
D. 20-39,PAYER,Chuck,count,River Rush,5012,1,0.02,0.0,0.0,1.0,41740.0,0.0002,1.0,1.0,41740.0,0.0002
D. 20-39,PAYER,Comet,count,Rainbow Maker,4227,2725,64.47,20.67,21.56,4000.0,19355.0,0.9463,1.4679,4000.0,19355.0,0.9463
D. 20-39,PAYER,Comet,count,Team Race,4227,2328,55.07,20.0,21.65,3871.0,19355.0,0.9158,1.6628,3871.0,19355.0,0.9158
D. 20-39,PAYER,Comet,count,Hatchling Hideaway,4227,2298,54.36,16.44,15.34,3181.0,19355.0,0.7525,1.3842,3181.0,19355.0,0.7525
D. 20-39,PAYER,Comet,count,Core,4227,1241,29.36,7.24,8.21,1401.0,19355.0,0.3314,1.1289,1401.0,19355.0,0.3314
D. 20-39,PAYER,Comet,count,Flash Race,4227,1048,24.79,6.91,8.38,1338.0,19355.0,0.3165,1.2767,1338.0,19355.0,0.3165
D. 20-39,PAYER,Comet,count,Season Pass (Free),4227,595,14.08,6.54,4.76,1266.0,19355.0,0.2995,2.1277,1266.0,19355.0,0.2995
D. 20-39,PAYER,Comet,count,Ads,4227,748,17.7,6.13,5.08,1186.0,19355.0,0.2806,1.5856,1186.0,19355.0,0.2806
D. 20-39,PAYER,Comet,count,Other,4227,718,16.99,4.66,4.01,902.0,19355.0,0.2134,1.2563,902.0,19355.0,0.2134
D. 20-39,PAYER,Comet,count,Team Event,4227,450,10.65,3.62,3.69,701.0,19355.0,0.1658,1.5578,701.0,19355.0,0.1658
D. 20-39,PAYER,Comet,count,Target Day,4227,494,11.69,2.77,2.79,537.0,19355.0,0.127,1.087,537.0,19355.0,0.127
D. 20-39,PAYER,Comet,count,Daily Gift,4227,395,9.34,2.13,1.66,412.0,19355.0,0.0975,1.043,412.0,19355.0,0.0975
D. 20-39,PAYER,Comet,count,Bomb Challenge,4227,152,3.6,0.86,0.95,167.0,19355.0,0.0395,1.0987,167.0,19355.0,0.0395
D. 20-39,PAYER,Comet,count,Chuck Challenge,4227,124,2.93,0.7,0.66,135.0,19355.0,0.0319,1.0887,135.0,19355.0,0.0319
D. 20-39,PAYER,Comet,count,Red Challenge,4227,104,2.46,0.59,0.66,115.0,19355.0,0.0272,1.1058,115.0,19355.0,0.0272
D. 20-39,PAYER,Comet,count,Daily Night Sky Prize,4227,62,1.47,0.37,0.21,72.0,19355.0,0.017,1.1613,72.0,19355.0,0.017
D. 20-39,PAYER,Comet,count,Kite Festival,4227,39,0.92,0.22,0.12,42.0,19355.0,0.0099,1.0769,42.0,19355.0,0.0099
D. 20-39,PAYER,Comet,count,Saga,4227,16,0.38,0.08,0.23,16.0,19355.0,0.0038,1.0,16.0,19355.0,0.0038
D. 20-39,PAYER,Comet,count,Bomb's Ballet,4227,5,0.12,0.03,0.01,5.0,19355.0,0.0012,1.0,5.0,19355.0,0.0012
D. 20-39,PAYER,Comet,count,Jigsaw,4227,4,0.09,0.02,0.02,4.0,19355.0,0.0009,1.0,4.0,19355.0,0.0009
D. 20-39,PAYER,Comet,count,River Rush,4227,3,0.07,0.02,0.02,4.0,19355.0,0.0009,1.3333,4.0,19355.0,0.0009
D. 20-39,PAYER,HC,HC,Daily Night Sky Prize,5228,4367,83.53,20.88,18.67,739025.0,3539739.77,141.359,169.2294,739025.0,3566342.0,141.359
D. 20-39,PAYER,HC,HC,Saga,5228,4853,92.83,10.0,11.8,353985.0,3539739.77,67.7094,72.9415,353985.0,3566342.0,67.7094
D. 20-39,PAYER,HC,HC,Core,5228,3600,68.86,9.07,9.84,320900.0,3539739.77,61.381,89.1389,320900.0,3566342.0,61.381
D. 20-39,PAYER,HC,HC,Daily Gift,5228,4336,82.94,8.65,9.08,306070.0,3539739.77,58.5444,70.5881,306070.0,3566342.0,58.5444
D. 20-39,PAYER,HC,HC,Team Race,5228,2379,45.5,7.86,8.36,278280.0,3539739.77,53.2288,116.9735,278280.0,3566342.0,53.2288
D. 20-39,PAYER,HC,HC,Season Pass (Free),5228,3318,63.47,6.74,7.57,238550.0,3539739.77,45.6293,71.8957,238550.0,3566342.0,45.6293
D. 20-39,PAYER,HC,HC,Team Event,5228,1946,37.22,6.61,5.6,234140.0,3539739.77,44.7858,120.3186,234140.0,3566342.0,44.7858
D. 20-39,PAYER,HC,HC,Other,5228,2170,41.51,4.88,3.75,172832.0,3539739.77,33.0589,79.6461,172832.0,3566342.0,33.0589
D. 20-39,PAYER,HC,HC,Rainbow Maker,5228,3784,72.38,4.82,6.53,170597.77,3539739.77,32.6316,45.084,197200.0,3566342.0,37.72
D. 20-39,PAYER,HC,HC,Hatchling Hideaway,5228,3132,59.91,3.43,3.14,121355.0,3539739.77,23.2125,38.7468,121355.0,3566342.0,23.2125
D. 20-39,PAYER,HC,HC,Flash Race,5228,2270,43.42,3.18,3.59,112510.0,3539739.77,21.5207,49.5639,112510.0,3566342.0,21.5207
D. 20-39,PAYER,HC,HC,Ads,5228,1953,37.36,3.15,2.98,111330.0,3539739.77,21.295,57.0046,111330.0,3566342.0,21.295
D. 20-39,PAYER,HC,HC,Target Day,5228,1430,27.35,3.01,2.69,106550.0,3539739.77,20.3806,74.5105,106550.0,3566342.0,20.3806
D. 20-39,PAYER,HC,HC,Bomb Challenge,5228,499,9.54,1.81,1.49,64075.0,3539739.77,12.2561,128.4068,64075.0,3566342.0,12.2561
D. 20-39,PAYER,HC,HC,Chuck Challenge,5228,469,8.97,1.6,1.29,56600.0,3539739.77,10.8263,120.6823,56600.0,3566342.0,10.8263
D. 20-39,PAYER,HC,HC,Red Challenge,5228,459,8.78,1.49,1.36,52650.0,3539739.77,10.0708,114.7059,52650.0,3566342.0,10.0708
D. 20-39,PAYER,HC,HC,Kite Festival,5228,233,4.46,1.06,0.67,37350.0,3539739.77,7.1442,160.3004,37350.0,3566342.0,7.1442
D. 20-39,PAYER,HC,HC,Jigsaw,5228,898,17.18,0.76,0.67,26925.0,3539739.77,5.1502,29.9833,26925.0,3566342.0,5.1502
D. 20-39,PAYER,HC,HC,Bomb's Ballet,5228,845,16.16,0.65,0.55,23050.0,3539739.77,4.409,27.2781,23050.0,3566342.0,4.409
D. 20-39,PAYER,HC,HC,Photoshoot,5228,467,8.93,0.36,0.37,12800.0,3539739.77,2.4484,27.409,12800.0,3566342.0,2.4484
D. 20-39,PAYER,HC,HC,River Rush,5228,4,0.08,0.0,0.01,165.0,3539739.77,0.0316,41.25,165.0,3566342.0,0.0316
D. 20-39,PAYER,Red,count,Daily Night Sky Prize,5052,3618,71.62,17.64,17.41,7465.0,42313.0,1.4776,2.0633,7465.0,42313.0,1.4776
D. 20-39,PAYER,Red,count,Rainbow Maker,5052,3568,70.63,14.41,15.84,6096.0,42313.0,1.2067,1.7085,6096.0,42313.0,1.2067
D. 20-39,PAYER,Red,count,Saga,5052,3425,67.79,14.25,13.95,6031.0,42313.0,1.1938,1.7609,6031.0,42313.0,1.1938
D. 20-39,PAYER,Red,count,Season Pass (Free),5052,2510,49.68,14.12,13.36,5974.0,42313.0,1.1825,2.3801,5974.0,42313.0,1.1825
D. 20-39,PAYER,Red,count,Other,5052,3081,60.99,11.24,12.77,4755.0,42313.0,0.9412,1.5433,4755.0,42313.0,0.9412
D. 20-39,PAYER,Red,count,Hatchling Hideaway,5052,3223,63.8,10.92,11.62,4622.0,42313.0,0.9149,1.4341,4622.0,42313.0,0.9149
D. 20-39,PAYER,Red,count,Flock Flurry,5052,1603,31.73,5.93,4.93,2511.0,42313.0,0.497,1.5664,2511.0,42313.0,0.497
D. 20-39,PAYER,Red,count,Target Day,5052,1079,21.36,3.36,3.14,1420.0,42313.0,0.2811,1.316,1420.0,42313.0,0.2811
D. 20-39,PAYER,Red,count,Core,5052,1016,20.11,2.75,2.58,1164.0,42313.0,0.2304,1.1457,1164.0,42313.0,0.2304
D. 20-39,PAYER,Red,count,Jigsaw,5052,647,12.81,1.68,1.27,709.0,42313.0,0.1403,1.0958,709.0,42313.0,0.1403
D. 20-39,PAYER,Red,count,Bomb's Ballet,5052,485,9.6,1.17,0.87,496.0,42313.0,0.0982,1.0227,496.0,42313.0,0.0982
D. 20-39,PAYER,Red,count,Team Race,5052,331,6.55,0.85,0.83,361.0,42313.0,0.0715,1.0906,361.0,42313.0,0.0715
D. 20-39,PAYER,Red,count,Flash Race,5052,280,5.54,0.77,0.64,327.0,42313.0,0.0647,1.1679,327.0,42313.0,0.0647
D. 20-39,PAYER,Red,count,Kite Festival,5052,183,3.62,0.47,0.39,199.0,42313.0,0.0394,1.0874,199.0,42313.0,0.0394
D. 20-39,PAYER,Red,count,Photoshoot,5052,174,3.44,0.43,0.4,181.0,42313.0,0.0358,1.0402,181.0,42313.0,0.0358
D. 20-39,PAYER,Red,count,River Rush,5052,2,0.04,0.0,0.0,2.0,42313.0,0.0004,1.0,2.0,42313.0,0.0004
D. 20-39,PAYER,SPT,count,Core,5062,4701,92.87,71.85,68.21,4319400.0,6011845.15,853.2991,918.8258,4319400.0,6066396.0,853.2991
D. 20-39,PAYER,SPT,count,Rainbow Maker,5062,3761,74.3,16.39,17.75,985109.15,6011845.15,194.6087,261.9275,1039660.0,6066396.0,205.3852
D. 20-39,PAYER,SPT,count,Flash Race,5062,2639,52.13,4.45,5.64,267685.0,6011845.15,52.8813,101.4343,267685.0,6066396.0,52.8813
D. 20-39,PAYER,SPT,count,Other,5062,2737,54.07,4.39,5.23,264050.0,6011845.15,52.1632,96.4742,264050.0,6066396.0,52.1632
D. 20-39,PAYER,SPT,count,Kite Festival,5062,1184,23.39,2.12,2.19,127515.0,6011845.15,25.1906,107.6985,127515.0,6066396.0,25.1906
D. 20-39,PAYER,SPT,count,Flock Flurry,5062,1462,28.88,0.74,0.89,44240.0,6011845.15,8.7396,30.2599,44240.0,6066396.0,8.7396
D. 20-39,PAYER,SPT,count,Season Pass (Free),5062,39,0.77,0.06,0.09,3826.0,6011845.15,0.7558,98.1026,3826.0,6066396.0,0.7558
D. 20-39,PAYER,SPT,count,River Rush,5062,1,0.02,0.0,0.0,20.0,6011845.15,0.004,20.0,20.0,6066396.0,0.004
D. 20-39,PAYER,SPTx2,minutes,Rainbow Maker,2580,2576,99.84,99.88,99.84,44310.0,44365.0,17.1744,17.2011,44310.0,44365.0,17.1744
D. 20-39,PAYER,SPTx2,minutes,Daily Gift,2580,3,0.12,0.1,0.12,45.0,44365.0,0.0174,15.0,45.0,44365.0,0.0174
D. 20-39,PAYER,SPTx2,minutes,River Rush,2580,1,0.04,0.02,0.04,10.0,44365.0,0.0039,10.0,10.0,44365.0,0.0039
D. 20-39,PAYER,Shuffle,count,Rainbow Maker,4806,3201,66.6,15.93,17.89,5757.0,36144.0,1.1979,1.7985,5757.0,36144.0,1.1979
D. 20-39,PAYER,Shuffle,count,Saga,4806,3273,68.1,15.89,17.1,5742.0,36144.0,1.1948,1.7544,5742.0,36144.0,1.1948
D. 20-39,PAYER,Shuffle,count,Core,4806,2351,48.92,9.91,10.24,3581.0,36144.0,0.7451,1.5232,3581.0,36144.0,0.7451
D. 20-39,PAYER,Shuffle,count,Season Pass (Free),4806,2011,41.84,9.37,9.08,3388.0,36144.0,0.705,1.6847,3388.0,36144.0,0.705
D. 20-39,PAYER,Shuffle,count,Hatchling Hideaway,4806,1949,40.55,7.28,5.94,2632.0,36144.0,0.5476,1.3504,2632.0,36144.0,0.5476
D. 20-39,PAYER,Shuffle,count,Daily Gift,4806,1929,40.14,7.23,6.4,2615.0,36144.0,0.5441,1.3556,2615.0,36144.0,0.5441
D. 20-39,PAYER,Shuffle,count,Team Race,4806,1794,37.33,7.07,8.14,2554.0,36144.0,0.5314,1.4236,2554.0,36144.0,0.5314
D. 20-39,PAYER,Shuffle,count,Ads,4806,1174,24.43,6.58,5.16,2379.0,36144.0,0.495,2.0264,2379.0,36144.0,0.495
D. 20-39,PAYER,Shuffle,count,Other,4806,1089,22.66,4.57,4.15,1650.0,36144.0,0.3433,1.5152,1650.0,36144.0,0.3433
D. 20-39,PAYER,Shuffle,count,Team Event,4806,503,10.47,3.55,2.64,1282.0,36144.0,0.2667,2.5487,1282.0,36144.0,0.2667
D. 20-39,PAYER,Shuffle,count,Flash Race,4806,1022,21.27,3.54,4.06,1279.0,36144.0,0.2661,1.2515,1279.0,36144.0,0.2661
D. 20-39,PAYER,Shuffle,count,Red Challenge,4806,709,14.75,2.28,2.36,823.0,36144.0,0.1712,1.1608,823.0,36144.0,0.1712
D. 20-39,PAYER,Shuffle,count,Chuck Challenge,4806,700,14.57,2.27,2.14,822.0,36144.0,0.171,1.1743,822.0,36144.0,0.171
D. 20-39,PAYER,Shuffle,count,Bomb Challenge,4806,642,13.36,2.11,2.21,763.0,36144.0,0.1588,1.1885,763.0,36144.0,0.1588
D. 20-39,PAYER,Shuffle,count,Target Day,4806,605,12.59,1.93,1.98,699.0,36144.0,0.1454,1.1554,699.0,36144.0,0.1454
D. 20-39,PAYER,Shuffle,count,Kite Festival,4806,155,3.23,0.45,0.44,164.0,36144.0,0.0341,1.0581,164.0,36144.0,0.0341
D. 20-39,PAYER,Shuffle,count,Photoshoot,4806,5,0.1,0.02,0.03,6.0,36144.0,0.0012,1.2,6.0,36144.0,0.0012
D. 20-39,PAYER,Shuffle,count,River Rush,4806,3,0.06,0.01,0.03,3.0,36144.0,0.0006,1.0,3.0,36144.0,0.0006
D. 20-39,PAYER,Shuffle,count,Bomb's Ballet,4806,5,0.1,0.01,0.01,5.0,36144.0,0.001,1.0,5.0,36144.0,0.001
D. 20-39,PAYER,Slingshot,count,Rainbow Maker,4992,3674,73.6,25.69,26.09,12632.0,49179.0,2.5304,3.4382,12632.0,49179.0,2.5304
D. 20-39,PAYER,Slingshot,count,Saga,4992,3241,64.92,11.71,11.91,5758.0,49179.0,1.1534,1.7766,5758.0,49179.0,1.1534
D. 20-39,PAYER,Slingshot,count,Daily Night Sky Prize,4992,2764,55.37,8.63,12.05,4243.0,49179.0,0.85,1.5351,4243.0,49179.0,0.85
D. 20-39,PAYER,Slingshot,count,Daily Gift,4992,2437,48.82,8.12,7.46,3994.0,49179.0,0.8001,1.6389,3994.0,49179.0,0.8001
D. 20-39,PAYER,Slingshot,count,Team Event,4992,1564,31.33,5.74,5.45,2824.0,49179.0,0.5657,1.8056,2824.0,49179.0,0.5657
D. 20-39,PAYER,Slingshot,count,Flock Flurry,4992,1603,32.11,5.11,4.55,2511.0,49179.0,0.503,1.5664,2511.0,49179.0,0.503
D. 20-39,PAYER,Slingshot,count,Season Pass (Free),4992,1377,27.58,5.0,4.05,2458.0,49179.0,0.4924,1.785,2458.0,49179.0,0.4924
D. 20-39,PAYER,Slingshot,count,Ads,4992,1167,23.38,4.92,4.02,2420.0,49179.0,0.4848,2.0737,2420.0,49179.0,0.4848
D. 20-39,PAYER,Slingshot,count,Core,4992,1835,36.76,4.87,5.01,2397.0,49179.0,0.4802,1.3063,2397.0,49179.0,0.4802
D. 20-39,PAYER,Slingshot,count,Other,4992,1095,21.94,3.62,3.15,1778.0,49179.0,0.3562,1.6237,1778.0,49179.0,0.3562
D. 20-39,PAYER,Slingshot,count,Team Race,4992,1324,26.52,3.45,3.89,1695.0,49179.0,0.3395,1.2802,1695.0,49179.0,0.3395
D. 20-39,PAYER,Slingshot,count,Hatchling Hideaway,4992,1226,24.56,3.09,2.23,1520.0,49179.0,0.3045,1.2398,1520.0,49179.0,0.3045
D. 20-39,PAYER,Slingshot,count,Target Day,4992,1007,20.17,2.5,2.64,1228.0,49179.0,0.246,1.2195,1228.0,49179.0,0.246
D. 20-39,PAYER,Slingshot,count,Flash Race,4992,771,15.44,1.92,1.98,944.0,49179.0,0.1891,1.2244,944.0,49179.0,0.1891
D. 20-39,PAYER,Slingshot,count,Chuck Challenge,4992,701,14.04,1.68,1.46,825.0,49179.0,0.1653,1.1769,825.0,49179.0,0.1653
D. 20-39,PAYER,Slingshot,count,Red Challenge,4992,692,13.86,1.63,1.65,801.0,49179.0,0.1605,1.1575,801.0,49179.0,0.1605
D. 20-39,PAYER,Slingshot,count,Bomb Challenge,4992,643,12.88,1.55,1.66,764.0,49179.0,0.153,1.1882,764.0,49179.0,0.153
D. 20-39,PAYER,Slingshot,count,Kite Festival,4992,346,6.93,0.75,0.71,367.0,49179.0,0.0735,1.0607,367.0,49179.0,0.0735
D. 20-39,PAYER,Slingshot,count,Jigsaw,4992,10,0.2,0.02,0.03,11.0,49179.0,0.0022,1.1,11.0,49179.0,0.0022
D. 20-39,PAYER,Slingshot,count,Bomb's Ballet,4992,8,0.16,0.02,0.01,8.0,49179.0,0.0016,1.0,8.0,49179.0,0.0016
D. 20-39,PAYER,Slingshot,count,River Rush,4992,1,0.02,0.0,0.0,1.0,49179.0,0.0002,1.0,1.0,49179.0,0.0002
